acc_num,seq_len,description,record_date,organism,segment_source,cds,host,isolate_source,isolate_name,country_region,collection_date,e_value,pcnt_id,align_len
JF807432.1,258,"Crimean-Congo hemorrhagic fever virus strain V48/06 glycoprotein precursor, gene, partial cds",30-SEP-2012,Orthonairovirus haemorrhagiae,M,glycoprotein precursor,Homo sapiens,cultivated by intracranial inoculation of newborn mice,Plovdiv,Bulgaria,2006,1.50961e-55,97.6470588235294,85
JF807431.1,1517,"Crimean-Congo hemorrhagic fever virus strain V42/81 L protein gene, partial cds",30-SEP-2012,Orthonairovirus haemorrhagiae,L,L protein,Homo sapiens,cultivated by intracranial inoculation of newborn mice,Plovdiv,Bulgaria,1981,0.0,97.0,500
JF807430.1,1526,"Crimean-Congo hemorrhagic fever virus strain V59/09 L protein gene, partial cds",30-SEP-2012,Orthonairovirus haemorrhagiae,L,L protein,Homo sapiens,blood sample from male patient,Sliven,Bulgaria,2009,0.0,97.2,500
JF807429.1,918,"Crimean-Congo hemorrhagic fever virus strain V59/09 glycoprotein precursor, gene, partial cds",30-SEP-2012,Orthonairovirus haemorrhagiae,M,glycoprotein precursor,Homo sapiens,blood sample from male patient,Sliven,Bulgaria,2009,0.0,97.70491803278688,305
JF807428.1,510,"Crimean-Congo hemorrhagic fever virus strain V59/09 structural capsid protein gene, partial cds",30-SEP-2012,Orthonairovirus haemorrhagiae,S,structural capsid protein,Homo sapiens,blood sample from male patient,Sliven,Bulgaria,2009,1.45364e-118,100.0,169
HM853682.1,190,"Crimean-Congo hemorrhagic fever virus isolate IR50/Sh/09 nucleocapsid protein gene, partial cds",20-SEP-2012,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,sheep,plasma,IR50/Sh/09,Iran,2009,4.9964e-42,100.0,62
HM853681.1,190,"Crimean-Congo hemorrhagic fever virus isolate IR32/Sh/09 nucleocapsid protein gene, partial cds",20-SEP-2012,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,sheep,plasma,IR32/Sh/09,Iran,2009,1.28169e-40,98.38709677419355,62
HM853680.1,190,"Crimean-Congo hemorrhagic fever virus isolate IR31/Sh/09 nucleocapsid protein gene, partial cds",20-SEP-2012,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,sheep,plasma,IR31/Sh/09,Iran,2009,4.9964e-42,100.0,62
HM853679.1,190,"Crimean-Congo hemorrhagic fever virus isolate IR5/Sh/09 nucleocapsid protein gene, partial cds",20-SEP-2012,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,sheep,plasma,IR5/Sh/09,Iran,2009,3.80531e-41,98.38709677419355,62
JF922681.1,1643,"Crimean-Congo hemorrhagic fever virus strain NIV 10405051 nucleocapsid gene, complete cds",12-SEP-2012,Orthonairovirus haemorrhagiae,S,nucleocapsid,Homo sapiens,,,India,2011,0.0,96.6804979253112,482
JF922679.1,1631,"Crimean-Congo hemorrhagic fever virus strain NIV 1040532 nucleocapsid gene, complete cds",12-SEP-2012,Orthonairovirus haemorrhagiae,S,nucleocapsid,Homo sapiens,,,India,2011,0.0,96.88796680497926,482
JF922674.1,1653,"Crimean-Congo hemorrhagic fever virus strain NIV 11703 nucleocapsid gene, complete cds",12-SEP-2012,Orthonairovirus haemorrhagiae,S,nucleocapsid,Homo sapiens,,,India,2011,0.0,96.88796680497926,482
JF798869.1,222,"Crimean-Congo hemorrhagic fever virus isolate 60/2010 nucleoprotein gene, partial cds",07-SEP-2012,Orthonairovirus haemorrhagiae,S,nucleoprotein,tick,,60/2010,Iran,May-2010,1.2743e-50,95.94594594594594,74
JF798868.1,222,"Crimean-Congo hemorrhagic fever virus isolate 59/2010 nucleoprotein gene, partial cds",07-SEP-2012,Orthonairovirus haemorrhagiae,S,nucleoprotein,tick,,59/2010,Iran,May-2010,2.15741e-51,97.2972972972973,74
JF798867.1,222,"Crimean-Congo hemorrhagic fever virus isolate 49/2010 nucleoprotein gene, partial cds",07-SEP-2012,Orthonairovirus haemorrhagiae,S,nucleoprotein,tick,,49/2010,Iran,May-2010,1.61719e-48,93.24324324324324,74
JF798866.1,222,"Crimean-Congo hemorrhagic fever virus isolate 47/2010 nucleoprotein gene, partial cds",07-SEP-2012,Orthonairovirus haemorrhagiae,S,nucleoprotein,tick,,47/2010,Iran,May-2010,3.61969e-48,94.5945945945946,74
HQ685840.1,523,"Crimean-Congo hemorrhagic fever virus isolate Corum 1945-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Corum 1945-2009,Turkey,2009,1.60271e-122,100.0,174
HQ685839.1,482,"Crimean-Congo hemorrhagic fever virus isolate Tokat 555-2010 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from female patient,Tokat 555-2010,Turkey,2010,2.53171e-112,100.0,161
HQ675010.1,523,"Crimean-Congo hemorrhagic fever virus isolate Corum 4319-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Corum 4319-2009,Turkey,2009,1.60271e-122,100.0,174
HQ675009.1,523,"Crimean-Congo hemorrhagic fever virus isolate Kastamonu 229-2010 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from female patient,Kastamonu 229-2010,Turkey,2010,1.60271e-122,100.0,174
HQ675008.1,523,"Crimean-Congo hemorrhagic fever virus isolate Erzincan 1910-2010 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Erzincan 1910-2010,Turkey,2010,1.60271e-122,100.0,174
HQ675007.1,523,"Crimean-Congo hemorrhagic fever virus isolate Karabuk 590-2010 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Karabuk 590-2010,Turkey,2010,1.60271e-122,100.0,174
HQ675006.1,523,"Crimean-Congo hemorrhagic fever virus isolate Cankiri 1079-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Cankiri 1079-2009,Turkey,2009,1.60271e-122,100.0,174
HQ675005.1,523,"Crimean-Congo hemorrhagic fever virus isolate Sivas 518-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Sivas 518-2009,Turkey,2009,1.60271e-122,100.0,174
HQ675004.1,523,"Crimean-Congo hemorrhagic fever virus isolate Corum 618-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Corum 618-2009,Turkey,2009,1.60271e-122,100.0,174
HQ675003.1,522,"Crimean-Congo hemorrhagic fever virus isolate Samsun 1030-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from female patient,Samsun 1030-2009,Turkey,2009,1.60271e-122,100.0,174
HQ675002.1,523,"Crimean-Congo hemorrhagic fever virus isolate Artvin 1913-2010 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from female patient,Artvin 1913-2010,Turkey,2010,1.60271e-122,100.0,174
HQ188922.1,523,"Crimean-Congo hemorrhagic fever virus isolate Samsun 1153-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from female patient,Samsun 1153-2009,Turkey,2009,1.60271e-122,100.0,174
HQ188921.1,523,"Crimean-Congo hemorrhagic fever virus isolate Bolu 37-2010 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Bolu 37-2010,Turkey,2010,1.60271e-122,100.0,174
HQ188920.1,525,"Crimean-Congo hemorrhagic fever virus isolate Yozgat 714-2010 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Yozgat 714-2010,Turkey,2010,1.44085e-122,100.0,174
HQ188919.1,526,"Crimean-Congo hemorrhagic fever virus isolate Karabuk 654-2010 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Karabuk 654-2010,Turkey,2010,3.82959e-122,99.42528735632183,174
HQ188918.1,523,"Crimean-Congo hemorrhagic fever virus isolate Aydin 193-2010 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Aydin 193-2010,Turkey,2010,4.13789e-122,99.42528735632183,174
HQ188917.1,528,"Crimean-Congo hemorrhagic fever virus isolate Sivas 561-2010 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Sivas 561-2010,Turkey,2010,9.81982e-122,99.42857142857143,175
HQ188916.1,523,"Crimean-Congo hemorrhagic fever virus isolate Tokat 442-2010 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from female patient,Tokat 442-2010,Turkey,2010,1.60271e-122,100.0,174
HQ188915.1,528,"Crimean-Congo hemorrhagic fever virus isolate Kayseri 3159-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Kayseri 3159-2009,Turkey,2009,3.35093e-123,100.0,175
HQ188914.1,523,"Crimean-Congo hemorrhagic fever virus isolate Tokat 3944-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Tokat 3944-2009,Turkey,2009,1.60271e-122,100.0,174
HQ188913.1,523,"Crimean-Congo hemorrhagic fever virus isolate Kastamonu 627-2010 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Kastamonu 627-2010,Turkey,2010,1.60271e-122,100.0,174
HQ173902.1,531,"Crimean-Congo hemorrhagic fever virus isolate Tokat 1728-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Tokat 1728-2009,Turkey,2009,5.34306e-124,100.0,176
HQ173901.1,523,"Crimean-Congo hemorrhagic fever virus isolate Aydin 919-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Aydin 919-2009,Turkey,2009,3.54426e-122,99.42528735632183,174
HQ173900.1,523,"Crimean-Congo hemorrhagic fever virus isolate Yozgat 912-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Yozgat 912-2009,Turkey,2009,1.60271e-122,100.0,174
HQ173899.1,528,"Crimean-Congo hemorrhagic fever virus isolate Tokat 863-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Tokat 863-2009,Turkey,2009,3.35093e-123,100.0,175
HQ173898.1,528,"Crimean-Congo hemorrhagic fever virus isolate Sivas 515-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from female patient,Sivas 515-2009,Turkey,2009,3.35093e-123,100.0,175
HQ173897.1,523,"Crimean-Congo hemorrhagic fever virus isolate Sivas 415-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Sivas 415-2009,Turkey,2009,1.60271e-122,100.0,174
HQ173896.1,523,"Crimean-Congo hemorrhagic fever virus isolate Kayseri 380-2010 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from female patient,Kayseri 380-2010,Turkey,2010,1.60271e-122,100.0,174
HQ173895.1,523,"Crimean-Congo hemorrhagic fever virus isolate Kastamonu 1420-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Kastamonu 1420-2009,Turkey,2009,1.60271e-122,100.0,174
HQ173894.1,523,"Crimean-Congo hemorrhagic fever virus isolate Karabuk 1592-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from female patient,Karabuk 1592-2009,Turkey,2009,1.60271e-122,100.0,174
HQ173893.1,523,"Crimean-Congo hemorrhagic fever virus isolate Sivas 405-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Sivas 405-2009,Turkey,2009,1.60271e-122,100.0,174
HQ166288.1,523,"Crimean-Congo hemorrhagic fever virus isolate Cankiri 4255-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Cankiri 4255-2009,Turkey,2009,1.60271e-122,100.0,174
HQ166287.1,523,"Crimean-Congo hemorrhagic fever virus isolate Yozgat 450-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from male patient,Yozgat 450-2009,Turkey,2009,1.60271e-122,100.0,174
HQ664913.1,523,"Crimean-Congo hemorrhagic fever virus isolate Erzurum 1912-2010 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from female patient,Erzurum 1912-2010,Turkey,2010,1.60271e-122,100.0,174
HQ659777.1,523,"Crimean-Congo hemorrhagic fever virus isolate Tokat 1731-2009 S protein (S) gene, partial cds",27-JUL-2012,Orthonairovirus haemorrhagiae,,S protein,Homo sapiens,serum from female patient,Tokat 1731-2009,Turkey,2009,1.60271e-122,100.0,174
JN402321.2,287,"Crimean-Congo hemorrhagic fever virus isolate TAJ/TI111/09 nucleocapsid protein (N) gene, partial cds",22-MAY-2012,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Hyalomma anatolicum,pool of three ticks,TAJ/TI111/09,Tajikistan: Tursunzade region,May-2009,1.08415e-66,97.89473684210527,95
JN402320.2,287,"Crimean-Congo hemorrhagic fever virus isolate TAJ/TI109/09 nucleocapsid protein (N) gene, partial cds",22-MAY-2012,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Hyalomma anatolicum,pool of three ticks,TAJ/TI109/09,Tajikistan: Tursunzade region,May-2009,1.08415e-66,97.89473684210527,95
JN402319.2,287,"Crimean-Congo hemorrhagic fever virus isolate TAJ/TI106/09 nucleocapsid protein (N) gene, partial cds",22-MAY-2012,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Hyalomma anatolicum,pool of three ticks,TAJ/TI106/09,Tajikistan: Tursunzade region,May-2009,5.58076e-66,96.84210526315789,95
JN402318.2,287,"Crimean-Congo hemorrhagic fever virus isolate TAJ/TI96/09 nucleocapsid protein (N) gene, partial cds",22-MAY-2012,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Hyalomma anatolicum,pool of three ticks,TAJ/TI96/09,Tajikistan: Tursunzade region,May-2009,3.69584e-67,98.94736842105263,95
JN402317.2,287,"Crimean-Congo hemorrhagic fever virus isolate TAJ/TI104/09 nucleocapsid protein (N) gene, partial cds",22-MAY-2012,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Hyalomma anatolicum,pool of three ticks,TAJ/TI104/09,Tajikistan: Tursunzade region,May-2009,1.16028e-66,97.89473684210527,95
JN402316.2,287,"Crimean-Congo hemorrhagic fever virus isolate TAJ/TI78/09 nucleocapsid protein (N) gene, partial cds",22-MAY-2012,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Hyalomma anatolicum,pool of three ticks,TAJ/TI78/09,Tajikistan: Tursunzade region,May-2009,3.69584e-67,98.94736842105263,95
JN402315.2,287,"Crimean-Congo hemorrhagic fever virus isolate TAJ/TI71/09 nucleocapsid protein (N) gene, partial cds",22-MAY-2012,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Hyalomma anatolicum,pool of three ticks,TAJ/TI71/09,Tajikistan: Tursunzade region,May-2009,3.71401e-66,96.84210526315789,95
JN402314.2,287,"Crimean-Congo hemorrhagic fever virus isolate TAJ/TI25/09 nucleocapsid protein (N) gene, partial cds",22-MAY-2012,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Hyalomma anatolicum,pool of three ticks,TAJ/TI25/09,Tajikistan: Tursunzade region,May-2009,1.16028e-66,97.89473684210527,95
JN402313.2,287,"Crimean-Congo hemorrhagic fever virus isolate TAJ/TI99/09 nucleocapsid protein (N) gene, partial cds",22-MAY-2012,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Hyalomma anatolicum,pool of three ticks,TAJ/TI99/09,Tajikistan: Tursunzade region,May-2009,3.69584e-67,98.94736842105263,95
GU084162.1,366,"Crimean-Congo hemorrhagic fever virus isolate KSTM_BS_65209 nucleocapsid protein gene, partial cds",03-APR-2012,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,plasma,KSTM_BS_65209,Turkey: Kastomonu,2009,1.68085e-82,96.69421487603306,121
GU084161.1,374,"Crimean-Congo hemorrhagic fever virus isolate KSTM_HS_59009 nucleocapsid protein gene, partial cds",03-APR-2012,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,plasma,KSTM_HS_59009,Turkey: Kastomonu,2009,3.11601e-83,96.7741935483871,124
FJ392603.1,449,"Crimean-Congo hemorrhagic fever virus strain Tr-T-11 structural capsid protein gene, partial cds",03-APR-2012,Orthonairovirus haemorrhagiae,S,structural capsid protein,Rhipicephalus bursa,,,Turkey,Jun-2008,4.53923e-90,86.57718120805369,149
FJ392602.1,449,"Crimean-Congo hemorrhagic fever virus strain Tr-T-06 structural capsid protein gene, partial cds",03-APR-2012,Orthonairovirus haemorrhagiae,S,structural capsid protein,Hyalomma marginatum,,,Turkey,Jun-2008,4.73529e-93,87.91946308724832,149
FJ392601.1,449,"Crimean-Congo hemorrhagic fever virus strain Tr-T-03 structural capsid protein gene, partial cds",03-APR-2012,Orthonairovirus haemorrhagiae,S,structural capsid protein,Rhipicephalus bursa,,,Turkey,Jun-2008,4.73529e-93,87.91946308724832,149
EU727456.1,1423,"Crimean-Congo hemorrhagic fever virus strain GOU-OT07 nucleocapsid protein gene, partial cds",29-JUN-2008,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,,patient,,Turkey,2007,0.0,98.9247311827957,465
JN086996.1,1449,"Crimean-Congo hemorrhagic fever virus strain TAJUK #7 nucleocapsid protein gene, complete cds",14-JAN-2012,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Homo sapiens,human serum,,Tajikistan,2010,0.0,96.88796680497926,482
FJ562093.1,1673,"Crimean-Congo hemorrhagic fever virus strain YL04057 segment S, complete sequence",24-OCT-2011,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,tick,infected mouse brain,,China,2004,0.0,96.47302904564316,482
HQ378187.1,5366,"Crimean-Congo hemorrhagic fever virus strain Sudan AB1-2009 segment M glycoprotein precursor, gene, complete cds",28-JUN-2011,Orthonairovirus haemorrhagiae,M,glycoprotein precursor,Homo sapiens,sera,,"Sudan: Dunkop Village, Abyei District, Western Kordufan Province",Jun-2009,0.0,85.6379821958457,1685
HQ378185.1,5357,"Crimean-Congo hemorrhagic fever virus strain Sudan Al-Fulah 9-2008 segment M glycoprotein precursor, gene, complete cds",28-JUN-2011,Orthonairovirus haemorrhagiae,M,glycoprotein precursor,Homo sapiens,sera,,"Sudan: Al-Fulah City, Western Kordufan Province",Oct-2008,0.0,84.74777448071217,1685
HQ378184.1,5356,"Crimean-Congo hemorrhagic fever virus strain Sudan Al-Fulah 3-2008 segment M glycoprotein precursor, gene, complete cds",28-JUN-2011,Orthonairovirus haemorrhagiae,M,glycoprotein precursor,Homo sapiens,sera,,"Sudan: Al-Fulah City, Western Kordufan Province",Oct-2008,0.0,84.74777448071217,1685
HQ378183.1,12157,"Crimean-Congo hemorrhagic fever virus strain Sudan AB1-2009 segment L RNA-dependent RNA polymerase gene, complete cds",28-JUN-2011,Orthonairovirus haemorrhagiae,L,RNA-dependent RNA polymerase,Homo sapiens,sera,,"Sudan: Dunkop Village, Abyei District, Western Kordufan Province",Jun-2009,0.0,97.13561470215463,3945
HQ378182.1,12170,"Crimean-Congo hemorrhagic fever virus strain Sudan Al-Fulah 9-2008 segment L RNA-dependent RNA polymerase gene, complete cds",28-JUN-2011,Orthonairovirus haemorrhagiae,L,RNA-dependent RNA polymerase,Homo sapiens,sera,,"Sudan: Al-Fulah City, Western Kordufan Province",Oct-2008,0.0,97.00887198986058,3945
HQ378181.1,12172,"Crimean-Congo hemorrhagic fever virus strain Sudan Al-Fulah 4-2008 segment L RNA-dependent RNA polymerase gene, complete cds",28-JUN-2011,Orthonairovirus haemorrhagiae,L,RNA-dependent RNA polymerase,Homo sapiens,sera,,"Sudan: Al-Fulah City, Western Kordufan Province",Oct-2008,0.0,96.98352344740178,3945
HQ378180.1,12169,"Crimean-Congo hemorrhagic fever virus strain Sudan Al-Fulah 3-2008 segment L RNA-dependent RNA polymerase gene, complete cds",28-JUN-2011,Orthonairovirus haemorrhagiae,L,RNA-dependent RNA polymerase,Homo sapiens,sera,,"Sudan: Al-Fulah City, Western Kordufan Province",Oct-2008,0.0,96.98352344740178,3945
HQ378179.1,1653,"Crimean-Congo hemorrhagic fever virus strain Sudan AB1-2009 segment S nucleoprotein gene, complete cds",28-JUN-2011,Orthonairovirus haemorrhagiae,S,nucleoprotein,Homo sapiens,sera,,"Sudan: Dunkop Village, Abyei District, Western Kordufan Province",Jun-2009,0.0,96.88796680497926,482
HM452307.1,12167,"Crimean-Congo hemorrhagic fever virus strain Afg09-2990 segment L, complete sequence",17-MAR-2011,Orthonairovirus haemorrhagiae,L,L protein,Homo sapiens,,,Afghanistan,2009,0.0,96.88212927756655,3945
HM452306.1,5366,"Crimean-Congo hemorrhagic fever virus strain Afg09-2990 segment M, complete sequence",17-MAR-2011,Orthonairovirus haemorrhagiae,M,glycoprotein precursor,Homo sapiens,,,Afghanistan,2009,0.0,85.16320474777447,1685
HM452305.1,1674,"Crimean-Congo hemorrhagic fever virus strain Afg09-2990 segment S, complete sequence",17-MAR-2011,Orthonairovirus haemorrhagiae,S,nucleoprotein,Homo sapiens,,,Afghanistan,2009,0.0,96.88796680497926,482
AY049083.2,1673,"Crimean-Congo hemorrhagic fever virus isolate TAJ/HU8966 segment S, complete sequence",04-APR-2007,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,,TAJ/HU8966,Tajikistan,,0.0,96.88796680497926,482
