Authors,Title,Journal,PMID,Year,accession,RefID,FirstAuthorSurname,ShortName
"Atkinson B., Atshabar B., Deryabin P., Hewson R., Nurmakhanov T., Sansyzbaev Y., Shevtsov A., Vilkova A., Yeskhojayev O.","Deposition of the nucleotide sequence of S, M, and L segments of CCHF virus isolates derived from human blood serum of the patient in the South Kazakhstan region","Manor Farm Road, Public Health England, Research, Salisbury, UK, Unpublished, Wiltshire SP4 0JG",,2016,"KX129738, KX129739, KX458183",216,Atkinson,Atkinson (2016)
"Nurmakhanov T., Sadovskaya V., Shevtsov A., Tokmurziyeva G., Tukhanova N., Turebekov N.",Outcome of the entomological monitoring for the Crimean-Congo haemorrhagic fever virus in the western and southern regions of Kazakhstan in 2021-2022,"13/5, Akmola Region 010000, Astana, Kazakhstan, Kurgalzhynskoye road, Laboratory of applied genetics, National center for biotechnology, Unpublished",,2023,"OR633376, OR633377, OR633378",217,Nurmakhanov,Nurmakhanov (2023)
"Akurut G., Balinandi S., Baluku J., Cossaboom C., Kamugisha K., Klena J., Kyondo J., Lutwama J., Mulei S., Namanya D., Nyakarahuka L., Shoemaker T., Telford C., Tumusiime A., Whitmer S.","April 2021, Crimean-Congo Hemorrhagic Fever Outbreak in Refugee Settlement during COVID-19 Pandemic, Uganda","1600 Clifton Rd., Atlanta, Emerg Infect Dis 28 (11) (2022) In press, GA 30333, The Centers for Disease Control and Prevention, USA, Viral Special Pathogens Branch",36198315,"2021, 2022","OL690430, OL690431",218,Akurut,"Akurut (2022, 36198315)"
"Allan P., Conger N., Gabriel M., Gunther S., Meyer M., Olschlager S., Osborn E., Schmidt-chanasit J.",Complete sequence and phylogenetic characterisation of Crimean-Congo hemorrhagic fever virus from Afghanistan,"90-92 (2011), Bernhard-Nocht-Institut for Tropical Medicine, Bernhard-Nocht-Strasse 74, Germany, Hamburg 20359, J. Clin. Virol. 50 (1), Virology",21035389,"2010, 2011","HM452305, HM452306, HM452307",219,Allan,"Allan (2011, 21035389)"
"Junglen S., Kopp A., Ogola E., Omoga D., Osalla J., Sang R., Slothouwer I., Tchouassi D., Torto B., Venter M.","Livestock, Transmission dynamics of Crimean Congo Haemorrhagic Fever Virus (CCHFV); Evidence of circulation in Humans, and Rodents in diverse ecologies in Kenya","Human Health, ICIPE, ICIPE Road, Kenya, Nairobi 00100, Unpublished, off Kasarani Road",,2023,"OQ357265, OQ357266, OQ357267, OQ357268, OQ357269, OQ357270, OQ357271, OQ357272",220,Junglen,Junglen (2023)
"Emir H., Karaer Z., Orkun O.",Ticks threatening lineage of Anatolian wild sheep (Ovis gmelinii anatolica) and determination of their tick-borne pathogens,"77-84 (2016), Ankara 06110, Ankara University, Parasitology, Turkey, Vet. Parasitol. 228",27692336,"2015, 2016",KT851448,221,Emir,"Emir (2016, 27692336)"
"Cakmak A., Karaer Z., Nalbantoglu S., Orkun O.",Crimean-Congo hemorrhagic fever virus in ticks in Turkey,"Ankara, Ankara University Veterinary Faculty, Department of Parasitology, Turkey, Unpublished",,2016,"KX425593, KX425594, KX425595, KX425596, KX425597, KX425598, KX425599, KX425600, KX425601, KX425602, KX425603, KX425604, KX425605, KX425606, KX425607, KX425608, KX425609, KX425610, KX425611, KX425612, KX425613, KX425614, KX425615, KX425616, KX425617, KX425618, KX425619",222,Cakmak,Cakmak (2016)
"Alata A., Aradaib I., Bilal N., Elbashir M., Eltom K., Osman H.","Emergence of Crimean-Congo hemorrhagic fever virus in North Kordufan, Sudan","Alkarib Street, Department of Clinical Medicine, Faculty of Vet. Med., Khartoum 13314, Khartoum North, Sudan, University of Khartoum, Unpublished",,2012,"JQ686212, JQ692582",223,Alata,Alata (2012)
"Aktas M., Altay K., Aydin K., Bolat Y., Dumanli N., Kalkan A., Koksal I., Ozdarendeli A., Tonbak S.",Genetic analysis of the M RNA segment of Crimean-Congo hemorrhagic fever virus strains in Turkey,"37-44 (2008), Arch. Virol. 153 (1), Elazig 23119, Firat University, Turkey, Veterinary Medicine, Virology",17955162,"2006, 2008","EF189740, EF189741, EF189742, EF189743, EF189744, EF189745, EF189746, EF189747, EF189748, EF189749, EF189750, EF189751, EF189752, EF189753",224,Aktas,"Aktas (2008, 17955162)"
"Aydin K., Koksal I., Ozdarendeli A., Tonbak S.",Genetic analysis of S gene of CCHFV in humans in Turkey,"Elazig 23119, Firat, Firat University, Turkey, Unpublished, Virology",,2007,"EF432639, EF432640, EF432641, EF432642, EF432643, EF432644, EF432645, EF432646, EF432647, EF432648, EF432649, EF432650, EF432651, EF432652, EF432653",225,Aydin,Aydin (2007)
"Aktas M., Aydin K., Berber E., Bolat Y., Buzgan T., Canakoglu N., Ertek M., Kalkan A., Ozdarendeli A., Tonbak S.",The complete genome analysis of Crimean-Congo hemorrhagic fever virus isolated in Turkey,"288-293 (2010), Elazig 23119, Firat University, Turkey, Veterinary Medicine, Virology, Virus Res. 147 (2)",19941917,"2009, 2010","GQ337053, GQ337054, GQ337055",226,Aktas,"Aktas (2010, 19941917)"
"Carhan A., Dincer E., Ertek M., Ozkaya E., Ozkul A., Uyar Y., Whitehouse C.",Molecular epidemiology of Crimean-Congo hemorrhagic fever virus in Turkey: Occurrence of local topotype,"64-70 (2010), Ankara 06110, Ankara University, Department of Virology, Faculty of Veterinary Medicine, Irfan Bastug Cad. Diskapi, Turkey, Virus Res. 149 (1)",20079776,"2009, 2010","GU320676, GU320677, GU320678, GU320679, GU320680, GU320681, GU320682, GU320683, GU320684, GU320685, GU320686, GU320687, GU320688, GU320689, GU320690, GU320691",227,Carhan,"Carhan (2010, 20079776)"
"Ozkaya E., Dincer E., Carhan A., Uyar Y., Ertek M., Whitehouse C., Ozkul A.",Molecular epidemiology of Crimean-Congo hemorrhagic fever virus in Turkey: occurrence of local topotype,"Virus Res. 149 (1), 64-70 (2010)",20079776,2010,"GU320691, GU320690, GU320689, GU320688, GU320687, GU320686, GU320685, GU320684, GU320683, GU320682, GU320681, GU320680",228,Ozkaya,"Ozkaya (2010, 20079776)"
"Caglayik D., Kuscu F., Ozkul A.",Is Crimean-Congo Hemorrhagic Fever Virus Topotype Important in the Possibility of Nosocomial Transmission?,"Ankara 06110, Ankara University, Department of Virology, Diskapi, Faculty of Veterinary Medicine, Irfan Bastug Cad, Turkey, Unpublished",,2016,KU695267,229,Caglayik,Caglayik (2016)
"Ozan E., Ozkul A.",Investigation of Crimean-Congo Hemorrhagic Fever Virus in Ruminant Species Slaughtered in Some Endemic Provinces in Turkey,"Ankara, Ankara University, Department of Virology, Faculty of Veterinary Medicine, None 06110, Omer Halis Demir Blv. Diskapi, Turkey, Unpublished",,2018,MH346169,230,Ozan,Ozan (2018)
"Ayranci sucakli I., Dincer E., Korukluoglu G., Ozkul A., Sucakli I., Tavil B., Tezer H., Tunc B., Uyar Y.",Concurrent Crimean-Congo hemorrhagic fever and visceral leishmaniasis in a Turkish girl,"743-745 (2011), Ankara 06110, Ankara University, Department of Virology, Faculty of Veterinary Medicine, Irfan Bastug Cad. Diskapi, Turkey, Vector Borne Zoonotic Dis. 11 (6)",21083375,"2009, 2011","GU084161, GU084162",231,Ayranci sucakli,"Ayranci sucakli (2011, 21083375)"
"Christova I., Panayotova E., Papa A., Trifonova I.",Crimean-Congo hemorrhagic fever virus lineages Europe 1 and Europe 2 in Bulgarian ticks,"Aristotle University of Thessaloniki, Dept. of Microbiology, Greece, Medical School, Thessaloniki 54124, Ticks Tick Borne Dis (2016) In press",27378409,2016,"KX227372, KX227373, KX227374, KX227375, KX227376, KX227377",232,Christova,"Christova (2016, 27378409)"
"Bino S., Kadiaj P., Kontana A., Kota M., Papa A., Tsioka K., Velo E.",Crimean-Congo hemorrhagic fever virus in ticks collected from livestock in Albania,"A' Dept. of Microbiology, Aristotle University of Thessaloniki, Greece, Infect. Genet. Evol. (2017) In press, Medical School, Thessaloniki 54124",28827176,2017,"MF612174, MF612175, MF612176, MF612177, MF612178, MF612179, MF612180, MF612181",233,Bino,"Bino (2017, 28827176)"
"Antoniadis A., Bino S., Brahimaj B., Cahani G., Harxhi A., Llagami A., Papa A., Papadimitriou E., Pavlidou V., Pilaca A., Velo E.",Crimean-Congo hemorrhagic fever in Albania-2001,"Aristotelian University of Thessaloniki, Department of Microbiology, Greece, School of Medicine, Thessaloniki 54006, Unpublished",,2001,AF449482,234,Antoniadis,Antoniadis (2001)
"Antoniadis A., Christova I., Papa A., Papadimitriou E.",Crimean-Congo hemorrhagic fever in Bulgaria,"1465-1467 (2004), Aristotle University of Thessaloniki, Dept. of Microbiology, Emerging Infect. Dis. 10 (8), Greece, School of Medicine, Thessaloniki 54124",15496250,2004,"AY550253, AY550254, AY550255, AY550256, AY550257, AY550258, AY675511",235,Antoniadis,"Antoniadis (2004, 15496250)"
"Papa A., Papadimitriou E., Bozovic B., Antoniadis A.",Genetic characterization of the M RNA segment of a Balkan Crimean-Congo hemorrhagic fever virus strain,"J. Med. Virol. 75 (3), 466-469 (2005)",15648072,2005,AY675511,236,Papa,"Papa (2005, 15648072)"
"Antoniadis A., Bozovi B., Bozovic B., Papa A., Papadimitriou E., Pavlidou V., Pelemis M.","Genetic detection and isolation of crimean-congo hemorrhagic fever virus, Kosovo, Yugoslavia","852-854 (2002), Aristotelian University of Thesssaloniki, Emerging Infect. Dis. 8 (8), Greece, Microbiology, School of Medicine, Thessaloniki 54006",12141973,"2001, 2002, 2008, 2009","AF428144, AF428145",237,Antoniadis,"Antoniadis (2008, 12141973)"
"Chaligiannis I., Kontana N., Papa A., Sotiraki S., Sourba T., Tsatsaris A., Tsioka K.","A novel AP92-like Crimean-Congo hemorrhagic fever virus strain, Greece","590-593 (2014), A' Dept. of Microbiology, Aristotle University of Thessaloniki, Greece, Medical School, Thessaloniki 54124, Ticks Tick Borne Dis 5 (5)",24953797,"2013, 2014",KF146306,238,Chaligiannis,"Chaligiannis (2014, 24953797)"
"Christova I., Panayotova E., Papa A., Papadopoulou E., Pappa S.",Molecular epidemiology of Crimean-Congo hemorrhagic fever in Bulgaria - an update,"Aristotle University of Thessaloniki, Dept. of Microbiology, Greece, J. Med. Virol. (2015) In press, Medical School, Thessaloniki 54124",26455333,2015,"KR092373, KR092374, KR092379, KR092381, KT334329, KT334330",239,Christova,"Christova (2015, 26455333)"
"Papa A., Pappa S., Panayotova E., Papadopoulou E., Christova I.",Molecular epidemiology of Crimean-Congo hemorrhagic fever in Bulgaria-An update,J. Med. Virol. (2015) In press,26455333,2015,"KR092381, KR092379, KR092374, KR092373, KR011839, KR011838, KR011837",240,Papa,"Papa (2015, 26455333)"
"Christova I., Panayotova E., Papa A., Papadopoulou E., Pappa S.",Molecular epidemiology of Crimean-Congo hemorrhagic fever in Bulgaria - an update,"A' Dept. of Microbiology, Aristotle University of Thessaloniki, Greece, J. Med. Virol. (2015) In press, Medical School, Thessaloniki 54124",26455333,2015,"KR011837, KR011838, KR011839, KT334329, KT334330",241,Christova,"Christova (2015, 26455333)"
"Papa A., Pappa S., Panayotova E., Papadopoulou E., Christova I.",Molecular epidemiology of Crimean-Congo hemorrhagic fever in Bulgaria-An update,J. Med. Virol. (2015) In press,26455333,2015,"KR092381, KR092379, KR092374, KR092373, KR011839, KR011838, KR011837",242,Papa,"Papa (2015, 26455333)"
"Antoniadis A., Dalla V., Kartalis G., Papa A., Papadimitriou E.",Emergence of Crimean-Congo haemorrhagic fever in Greece,"Aristotle University of Thessaloniki, Clin. Microbiol. Infect. (2009) In press, Dept. of Microbiology, Greece, Medical School, Thessaloniki 54124",19845692,"2008, 2009, 2013","EU871766, FJ643480",243,Antoniadis,"Antoniadis (2009, 19845692)"
"Papa A., Dalla V., Papadimitriou E., Kartalis G., Antoniadis A.",Emergence of Crimean-Congo haemorrhagic fever in Greece,"Clin. Microbiol. Infect. 16 (7), 843-847 (2010)",19845692,2010,EU871766,244,Papa,"Papa (2010, 19845692)"
"Chaligiannis I., Kontana A., Papa A., Sotiraki S., Tsioka K.","2012-2014, Greece, Molecular detection of Crimean-Congo hemorrhagic fever virus in ticks","Aristotle University of Thessaloniki, Dept. of Microbiology, Greece, Medical School, Parasitol. Res. (2017) In press, Thessaloniki 54124",28920177,2017,"MF004261, MF004262, MF004263, MF004264, MF004265, MF004266, MF004267, MF780718, MF780719, MF780720, MF780721, MF780722, MF780723",245,Chaligiannis,"Chaligiannis (2017, 28920177)"
"Christova I., Papa A., Papadimitriou E.",The Bulgarian vaccine Crimean-Congo haemorrhagic fever virus strain,"Aristotle University of Thessaloniki, Dept. of Microbiology, Greece, Medical School, Scand. J. Infect. Dis. (2010) In press, Thessaloniki 54124",21142621,2010,"GU477489, GU477490, GU477491",246,Christova,"Christova (2010, 21142621)"
"Bino S., Ciccozzi M., Ebranati E., Gabanelli E., Galli M., Kota M., Lai A., Lo presti A., Luzzago C., Papa A., Papadimitriou E., Rezza G., Shkjezi R., Tomini E., Zehender G.","Bayesian phylogeography of crimean-congo hemorrhagic Fever virus in Europe, Genetic diveregence of CCHFV in Albania, Genetic divergence of CCHFV in Albania","A' Dept. of Microbiology, Aristotle University of Thessaloniki, E79663 (2013), Greece, Medical School, PLoS ONE 8 (11), Thessaloniki 54124, Unpublished",24223988,2013,"KC846093, KC846094",247,Bino,"Bino (2013, 24223988)"
"Papa A., Papadopoulou E., Pappa S.",AP92 sequencing,"54124, AUTH, AUTH CAMPUS, GREECE, MICROBIOLOGY, Unpublished",,2016,LT673890,248,Papa,Papa (2016)
"Giadinis N., Kontana A., Melidou A., Papa A., Papadopoulou E., Pappa S., Tsioka K.","Greece, Isolation and whole-genome sequencing of a Crimean-Congo hemorrhagic fever virus strain","Aristotle University of Thessaloniki, Dept. of Microbiology, Greece, Medical School, Thessaloniki 54124, Ticks Tick Borne Dis (2018) In press",29525552,"2017, 2018","MG516211, MG516212, MG516213",249,Giadinis,"Giadinis (2018, 29525552)"
"Korukluoglu G., Papa A., Pappa S., Uyar Y., Yagci caglayik D., Yagci-caglayik D.","Molecular epidemiology of Crimean-Congo hemorrhagic fever in Turkey, Molecular epidemiology of Crimean-congo hemorrhagic fever in Turkey","A' Dept. of Microbiology, Aristotle University of Thessaloniki, Dept. of Microbiology, Greece, Medical School, Thessaloniki 54124, Unpublished",,2015,"KR059957, KR059958, KR059959, KR059960, KR059961, KR059962, KR059963, KR059964, KR059965, KR059966, KR059967, KR059968, KR059969, KR059970, KR059971, KR059972, KR059973, KR059974, KR059975, KR059976, KR092375, KR092376, KR092377, KR092378, KR092380",250,Korukluoglu,Korukluoglu (2015)
"Glass P., Jennings G., Lofts R., Miller M., Parker M., Schoepp R., Smith J., Spik K.",,"Bldg. 1425 Fort Detrick, Frederick, MD 21702, Michael D. Parker, USA, USAMRIID, Virology Divison",,"1995, 2001",U39455,251,Glass,Glass (2001)
"Chausov E., Kononova Y., Petrova I., Shestopalov A., Tishkova F.","CCHF virus, isolated from ticks in Tajikistan","Koltsovo, Microscopic Researches, Novosibirsk Region 630559, Russia, State Research Center of Virology and Biotechnology 'Vector', Unpublished",,2012,"JQ421100, JQ421101, JQ421102",252,Chausov,Chausov (2012)
"Chausov E., Kononova Y., Petrova I., Shestopalov A., Tishkova F.",Crimean-Congo hemorrhagic fever virus,"Koltsovo, Microscopic Researches, Novosibirsk 630559, Russia, State Research Center of Virology and Biotechnology 'Vector', Unpublished",,"2011, 2012","JN402313, JN402314, JN402315, JN402316, JN402317, JN402318, JN402319, JN402320, JN402321",253,Chausov,Chausov (2012)
"Gutorov V., Kuzina I., L'vov D., Lvov D., Netesov S., Petrov V., Petrova I., Samokhvalov E., Seregin S., Tyunikov G., Tyunnikov G., Vyshemirski O., Yashina L.",[Genetic characteristics of the S-segment of RNA from two strains of the Crimean-Congo hemorrhagic fever virus isolated in the south of Russia and in Uzbekistan],"8-11 (2003), Biochemistry of Viruses, Koltsovo, Novosibirsk 630559, Russia, State Research Center of Virology and Biotechnology 'Vector', Vopr. Virusol. 48 (2)",12924091,"2002, 2003","AF481799, AF481800, AF481801, AF481802, AF481803, AF481805",254,Gutorov,"Gutorov (2003, 12924091)"
"Antonov V., Govorukhina M., Karan L., Krasnova E., Maleev V., Obukhov I., Platonov A., Shipulin G., Shvager M., Yazyshina S.",Molecular epidemiology and diagnostics of Crimean-Congo hemorrhagic fever in Southern Russia,"Central Research Institute of Epidemiology, Moscow 111123, Novogireevskaya Str. 3A, Russia, Unpublished",,2001,"AF432115, AF432116, AF432117, AF432118, AF432119, AF432120, AF432121, AY062026, AY062027",255,Antonov,Antonov (2001)
"Kotenev E., Kulichenko A., Lisitskaya Y., Pisarenko S., Popova A., Shaposhnikova L., Volynkina A.",Epidemiological analysis of crimean-congo hemorrhagic fever infection case on the territory of Crimean federal district in 2015 caused by a new genetic variants of the virus,"Laboratory of Natural-Focal Infections, Russian Federation, Sovetskaya Str. 13-15, Stavropol, Stavropol Region 355017, Stavropol State Research Anti-Plague Institute, Zh. Mikrobiol. Epidemiol. Immunobiol. (2016) In press",,"2015, 2016","KU161576, KU161577, KU161578, KU161579, KU161580, KU161581, KU161582, KU161583, KU161584, KU161585, KU161586, KU161587",256,Kotenev,Kotenev (2016)
"Azad-manjiri S., Azizizadeh S., Baniasadi V., Fazlalipour M., Fereydouni Z., Ghalejoogh M., Hosseini M., Jalali T., Khakifirouz S., Mohammadi T., Pouriayevali M., Salehi-vaziri M., Tavakoli M.",An Iran-Kerman22 related strain of Crimean-Congo hemorrhagic fever orthonairovirus,"Arboviruses and Viral Hemorrhagic Fevers Department (National Ref. Lab.), Iran, No. 69, Pasteur Ave., Pasteur Institute of Iran, Tehran 1316943551, Unpublished",,2018,MH557793,257,Azad-manjiri,Azad-manjiri (2018)
"Bouloy M., Feng C., Prehaud C., Tang Q.",Sequencing and analysis of S gene of CCHFV,"25 rue du Dr Roux, 461-465 (1999), 75724 Paris Cedex 15, FRANCE, Institut Pasteur, Laboratoire des Bunyavirides, Prehaud C.J., Zhonghua Wei Sheng Wu Xue He Mian Yi Xue Za Zhi 19",,"1998, 1999","AJ010648, AJ010649",258,Bouloy,Bouloy (1999)
"Arsuaga M., Fernandez cruz A., Goyanes M., Hernandez L., Negredo A., Perez sautu U., Ramirez de arellano E., Sanchez-seco M.",Full genome sequencing and phylogenetic characterization of Crimean Congo hemorrhagic fever virus in Spain,"Arbovirus and Imported Viral Diseases Laboratory, Crta. Majadahonda a Pozuelo Km 2, Institute of Health Carlos III, Madrid 28220, National Center of Microbiology, Spain, Unpublished",,2017,"MF287636, MF287637, MF287638",259,Arsuaga,Arsuaga (2017)
"Fahim A., Ikram A., Khurshid A., Klena J., Mobley M., Montgomery J., Rehman Z., Salman M., Talundzic E., Umair M., Whitmer S.","2017-2020, Crimean-Congo Hemorrhagic Fever Virus Diversity and Reassortment, Pakistan","1600 Clifton RD NE, 654-664 (2024), Atlanta, CDC, Emerg Infect Dis 30 (4), GA 30333, NCEZID-VSPB, USA",38526059,"2022, 2024","OM162027, OM162028, OM162029, OM162030, OM162031, OM162032, OM162033, OM162034, OM162035, OM162036, OM162037, OM162038, OM162039, OM162040, OM162041, OM162042, OM162043, OM162044, OM162045, OM162046, OM162047, OM162048, OM162049, OM162050, OM162051, OM162052, OM162053, OM162054, OM162055, OM162056, OM162057, OM162058, OM162059, OM162060, OM162061, OM162062, OM162063, OM162064, OM162065, OM162066, OM162067, OM162068, OM162069, OM162070, OM162071, OM162072, OM162073, OM162074, OM162075, OM162076, OM162077, OM162078, OM162079, OM162080, OM162081, OM162082, OM162083, OM162084, OM162085, OM162086, OM162087, OM162088, OM162089, OM162090, OM162091, OM162092, OM162093, OM162094, OM162095, OM162096, OM162097, OM162098, OM162099, OM162100, OM162101, OM162102, OM162103, OM162104, OM162105, OM162106, OM162107, OM162108, OM162109, OM162110, OM162111, OM162112, OM162113, OM162114, OM162115, OM162116, OM162117, OM162118, OM162119, OM162120, OM162121, OM162122, OM162123, OM162124, OM162125, OM162126, OM162127, OM162128, OM162129, OM162130",260,Fahim,"Fahim (2024, 38526059)"
"Khan A., Ksiazek T., Lofts R., Maupin G., Nichol S., Noor A., Peters C., Rodriguez L., Rollin P., Schwarz T., Smith J.",Molecular investigation of a multisource outbreak of Crimean-Congo hemorrhagic fever in the United Arab Emirates,"1600 Clifton Rd. Mailstop G-14, 512-518 (1997), Am. J. Trop. Med. Hyg. 57 (5), Atlanta, Centers for Disease Control and Prevention, DVRD/NCID, GA 30329-4018, Special Pathogens Branch, USA",9392588,"1996, 1997","U75668, U75669, U75670, U75671, U75672, U75673, U75674, U75675, U75676, U75677, U75678",261,Khan,"Khan (1997, 9392588)"
"De la fuente G., De la fuente J., Fernandez de mera I., Gortazar C., Rodriguez O., Vaz-rodrigues R.","The Saharan antelope addax (Addax nasomaculatus) as a host for Hyalomma marginatum, tick vector of Crimean-Congo hemorrhagic fever virus","102034 (2022), Ciudad Real, Ciudad Real 13071, Instituto de Investigacion en Recursos Cinegeticos, Ronda de Toledo s/n, Sanidad Animal, Spain, Ticks Tick Borne Dis 13 (6)",36041296,2022,ON557389,262,De la fuente,"De la fuente (2022, 36041296)"
"Bhatt L., Chauhan A., Dhandore S., Garg V., Gawande P., Gopalakrishnan M., Gopalkrishnan M., Gupta J., Gupta N., Jain R., Kalele K., Kaur H., Khatri P., Malhotra B., Mali D., Meena D., Nag V., Nyayanit D., Patil S., Sahay R., Sharma H., Shete A., Singh N., Singh R., Singh S., Vijay N., Yadav P.","2019, Detection of African genotype in Hyalomma tick pool during Crimean Congo hemorrhagic fever outbreak, Detection of African genotype in Hyalomma tick pools during Crimean Congo Hemorrhagic Fever outbreak, India, Rajasthan","198046 (2020), India, Maharashtra 411021, Maximum Containment Laboratory, National Institue of Virology, National Institute of Virology, Pashan, Pune, Unpublished, Virus Res. 286",32505728,"2019, 2020","MN866126, MN866127, MN866128, MN866129, MN866130, MN866131, MN866132, MN866133, MN866134, MN866135, MN866136, MN866137, MN866138, MN866139, MN866140, MN866141, MN866142, MN866143, MN866144, MN866145, MN866146, MN866147, MN866148, MN866149, MN866150, MN866151, MN866152, MN866153, MN866154, MN866155, MN866156, MN866157, MN866158, MN866159, MN866160, MN866161, MN866162, MN866163, MN866164, MN866165, MN866166, MN866167, MN866168, MN866169, MN866170, MN866171, MN866172, MN866173, MN866174, MN866175, MN866176, MN866177, MN866178, MN866179, MN866180, MN866181, MN866182, MN866183, MN866184, MN866185, MN866186, MN866187, MN866188, MN866189, MN866190, MN866191, MN866192, MN866193, MN866194, MN866195, MN866196, MN866197, MN866198, MN866199, MN866200, MN866201, MN866202, MN866203, MN866204, MN866205, MN866206, MN866207, MN866208, MN866209, MN866210, MN866211, MN866212, MN866213, MN866214, MN866215, MN866216, MN866217, MN866218, MN930401, MN930402, MN930403, MN930404, MN930405, MN930406, MN930407, MN930408, MN930409, MN930410, MN930411, MN930412, MN930413, MN930414, MN930415, MN930416, MN930417, MN930418, MN930419, MN930420, MN930421, MN930422, MN930423, MN930424, MN930425, MN930426, MN930427, MN930428, MN930429, MN930430",263,Bhatt,"Bhatt (2020, 32505728)"
"Sahay R., Dhandore S., Yadav P., Chauhan A., Bhatt L., Garg V., Gupta N., Nyayanit D., Shete A., Singh R., Patil S., Sharma H., Meena D., Gupta J., Gawande P., Kalele K., Jain R., Mali D., Malhotra B., Nag V., Khatri P., Kaur H., Vijay N., Singh S., Gopalakrishnan M.","Detection of African genotype in Hyalomma tick pools during Crimean Congo hemorrhagic fever outbreak, Rajasthan, India, 2019",Virus Res. 286 (2020) In press,32505728,2020,"MN866218, MN866217, MN866216, MN866215, MN866214, MN866213, MN866212, MN866211, MN866210, MN866209, MN866208, MN866207, MN866206, MN866205, MN866204, MN866203, MN866202, MN866201, MN866200, MN866199, MN866198, MN866197, MN866196, MN866195, MN866194, MN866193, MN866192, MN866191, MN866190, MN866189, MN866170, MN866169, MN866168, MN866164, MN866163, MN866162",264,Sahay,"Sahay (2020, 32505728)"
"Coleri cihan A., Farzani T., Ozkul A., Sahin E.",Assessment of Humoral and Cellular Immune Responses Elicited by a DNA Based Vaccine Targeting Crimean Congo Hemorrhagic Fever Virus Glycoprotein Gc in Immunocompetent BALB/c Mouse Model,"Ankara 06100, Ankara University, Biology, Dogol Street Tandogan, Turkey, Unpublished",,2018,MG969426,265,Coleri cihan,Coleri cihan (2018)
"Asiguma M., Han L., Kurane I., Maeda A., Morikawa S., Saijo M., Shimayi B., Tang Q., Tianshu D., Zhang Y.","Molecular and epidemiological studies on Crimean-Congo hemorrhagic fever in the Xinjiang Uygur Autonomous Region, P. R. China, Possible horizontal transmission of crimean-congo hemorrhagic Fever virus from a mother to her child","55-57 (2004), Contact:Masayuki Saijo National Institute of Infectious Diseases, Department of Virology 1; 4-7-1 Gakuen, Japan, Jpn J Infect Dis 57 (2), Musashimurayama, Tokyo 208-0011, Unpublished",15118210,"2003, 2004, 2005","AB102852, AB102853, AB209937, AB209938, AB209939, AB209940, AB209941, AB209942, AB209943, AB209944, AB209945, AB209946, AB209947, AB209948, AB209949, AB209950, AB209951",266,Asiguma,"Asiguma (2004, 15118210)"
"Azad-manjiri S., Baniasadi V., Fazlalipour M., Jalali T., Khakifirouz S., Mirghiasi M., Salehi-vaziri M., Zarandi R.",An isolate of CCHF virus from an Iranian fulminant CCHF patient,"Iran, No. 69, Pasteur Ave., Tehran 0098, Tehran University of Medical Sciences, Unpublished, Virology",,2015,KT899991,267,Azad-manjiri,Azad-manjiri (2015)
"Arbabi F., Farhan asadi L., Gerdooei S., Ghalyanchi langeroudi A., Jalai T., Khakifirouz S., Marzieh sajadi S., Mohammadi T., Pouriayevali M., Salehi-vaziri M., Tavakoli M.",The negative effect of genetic variations of Crimean-Congo Hemorrhagic fever virus on Molecular diagnostic assays: a case report,"12 Farvardin St, Department of Arboviruses and VHFs (National Ref. Lab.), Enghelab Ave., Iran, Pasteur Institute of Iran, Tehran, Tehran 1316943551, Unpublished",,2024,PP496956,268,Arbabi,Arbabi (2024)
"Deyde V., Khristova M., Nichol S., Sanchez A., Vincent M.",Characterization of the glycoproteins of crimean-congo hemorrhagic Fever virus,"1600 Clifton Road, 7263-7275 (2002), Atlanta, Centers for Disease Control and Prevention, DVRD, GA 30333, J. Virol. 76 (14), NCID, Special Pathogens Branch, USA",12072526,"2002, 2005","AF467768, AF467769, NC_005300",269,Deyde,"Deyde (2005, 12072526)"
"Abbassioun A., Bakhshi A., Ghalyanchi langeroudi A., Jamiri F., Najafi H., Sadri N., Sarmadi S., Ziafati kafi Z.","2022, Crimean-Congo Hemorrhagic Fever Virus infection in Ixodid ticks, Iran","Azadi Street, Faculty of Veterinary Medicine, Iran, Microbiology & Immunology, Tehran, Tehran 1419963111, University of Tehran, Unpublished",,2024,"PP107910, PP107911",270,Abbassioun,Abbassioun (2024)
"Gutorov V., Karimov S., Kazakov S., Netesov S., Ospanov K., Petrov V., Petrova I., Seregin S., Tumanova I., Tyunnikov G.",Genetic Monitoring of the Crimean-Congo Hemorrhagic Fever Virus in Kazakhstan,"Biochemistry of Viruses, Koltsovo, Novosibirsk 630559, Russia, State Research Center of Virology and Biotechnology Vector, Unpublished",,2005,"DQ063581, DQ063582",271,Gutorov,Gutorov (2005)
"Gutorov V., Lvov D., Netesov S., Petrov V., Petrova I., Samokhvalov E., Samokhvalova E., Seregin S., Shchelkunov S., Tyunnikov G., Vyshemirski O., Vyshemirskii O.",Genetic characterization of the M RNA segment of Crimean-Congo hemorrhagic fever virus strains isolated in Russia and Tajikistan,"187-193 (2004), Biochemistry of Viruses, Koltsovo, Novosibirsk 630559, Russia, State Research Center of Virology and Biotechnology, Virus Genes 28 (2)",14976418,"2002, 2004","AY179961, AY179962, AY179963",272,Gutorov,"Gutorov (2004, 14976418)"
